duration,tempo,mfcc_mean,spectral_centroid_mean,zcr_mean,url,views
204.38204081632654,107.666015625,"[-216.07870483398438, 74.93450927734375, 0.9332600235939026, 35.44755172729492, -7.361458778381348, 12.235357284545898, -7.891942977905273, -0.7758099436759949, -3.8975203037261963, -6.195781707763672, -4.368419170379639, -6.533233165740967, -3.2810187339782715]",2284.5183679589472,0.12036926458494582,https://www.youtube.com/watch?v=kuDzMR6k4R4,665934141
191.75038548752835,117.45383522727273,"[-225.44122314453125, 61.5548095703125, -2.558321714401245, 24.363895416259766, -2.1279072761535645, 3.8249247074127197, -2.5719714164733887, 2.243083953857422, -3.6774630546569824, 0.9362407326698303, 0.07961537688970566, -0.17700345814228058, 0.6606811881065369]",2666.964387691935,0.15123718072755418,https://www.youtube.com/watch?v=qxDuLdfGfW4,480131905
23.777233560090703,103.359375,"[-75.83731079101562, 81.91861724853516, 4.43884801864624, 25.18512725830078, -0.29981791973114014, 19.220293045043945, 5.614006996154785, 0.2981567084789276, -0.5878282189369202, 6.363404273986816, -4.685866832733154, 5.497209548950195, 0.4351476728916168]",2409.9423546084854,0.1208107850609756,https://www.youtube.com/watch?v=Uhxmyqp65cw,408236098
194.67609977324264,112.34714673913044,"[-180.218505859375, 71.67596435546875, 0.463844895362854, 23.520090103149414, -2.87947154045105, 8.32853889465332, -1.1813857555389404, 1.894701361656189, -3.5523719787597656, 1.1795278787612915, -3.3853254318237305, 2.1763057708740234, -1.7634639739990234]",2461.1699245578666,0.1215240195070627,https://www.youtube.com/watch?v=m2mfP-AVMgQ,349829742
21.36235827664399,129.19921875,"[-94.25930786132812, 54.912052154541016, -8.254890441894531, 15.523384094238281, -20.25792121887207, -4.157432556152344, -11.273553848266602, 6.493793964385986, -3.9310476779937744, 0.5500065684318542, -1.2804354429244995, 1.0667272806167603, -5.124461650848389]",2910.783844858583,0.14169911271715527,https://www.youtube.com/watch?v=4Mymm0H-9s0,288997134
548.5017687074829,117.45383522727273,"[-214.43804931640625, 61.3192138671875, -3.102341413497925, 27.20339012145996, -1.0136282444000244, 3.980424165725708, -2.1791512966156006, 2.754239320755005, -2.9471850395202637, 2.0432889461517334, -0.23754441738128662, -0.3835675120353699, 0.8704856634140015]",2663.569015819424,0.15107145988535217,https://www.youtube.com/watch?v=N1Hgj4O9Nk0,278929634
15.418049886621315,172.265625,"[-373.41876220703125, 50.84666442871094, -23.438888549804688, 1.1268733739852905, -2.179863214492798, 18.461589813232422, -4.723849296569824, -4.068065166473389, -0.9362490177154541, 0.4849754273891449, 1.4785757064819336, -1.283164620399475, -4.51008415222168]",1493.575756277757,0.07981966635338346,https://www.youtube.com/watch?v=uRNXNVXaVMA,272007361
218.63909297052155,99.38401442307692,"[-261.0773010253906, 80.77326965332031, 2.794396162033081, 19.543081283569336, -0.5363743305206299, 8.36757755279541, -9.633801460266113, 0.09845051169395447, -6.72615909576416, -3.489532232284546, -2.406162738800049, -2.2636826038360596, -1.861263632774353]",2138.5066168148796,0.11648191091815016,https://www.youtube.com/watch?v=u05ke3nGqU0,195688045
208.14367346938775,107.666015625,"[-227.406005859375, 73.34178924560547, -3.7411715984344482, 28.785947799682617, -10.192988395690918, 6.80448579788208, -5.452626705169678, -2.2874722480773926, -3.4783449172973633, -8.370453834533691, -5.574789524078369, -2.2972207069396973, -2.9097886085510254]",2476.2613107759407,0.13447537732198142,https://www.youtube.com/watch?v=Lh93IVFQU-Q,190785109
6740.009795918368,117.45383522727273,"[-229.55906677246094, 61.302391052246094, -2.4105818271636963, 24.3030948638916, -2.1296117305755615, 3.805518865585327, -2.546142101287842, 2.184116840362549, -3.6689932346343994, 0.8897451758384705, 0.0339365154504776, -0.21389153599739075, 0.6727317571640015]",2656.8940860053144,0.15065725226151316,https://www.youtube.com/watch?v=Sje6rnScu7o,164139577
